Text,Name,Created At,Tweet Type,
"The gun lobby may be holding Congress hostage, but they can't hold America hostage. We can't accept this carnage in our communities.",President Obama,Mon Jan 04 23:46:28 +0000 2016,Reply,
What's often ignored in this debate is that a majority of gun owners agree with commonsense steps to save lives.,President Obama,Mon Jan 04 23:41:25 +0000 2016,Reply,
"We will keep guns out of the wrong hands, enforce our guns laws, and ensure those with serious mental illnesses get treatment.",President Obama,Mon Jan 04 23:36:16 +0000 2016,Reply,
"Tomorrow, I'm taking action to reduce gun violence and save lives - protecting the Second Amendment and our kids. https://t.co/vNqXEhaC9M",President Obama,Mon Jan 04 23:32:45 +0000 2016,Reply,
"Guns now kill as many people as cars in almost half of the U.S. We can't stop every act of violence, but we can save lives if we act.",President Obama,Mon Jan 04 23:29:11 +0000 2016,Reply,
"Each year, more than 30,000 American lives are cut short by guns - two-thirds coming from suicides. Too many Americans have lost loved ones.",President Obama,Mon Jan 04 23:26:21 +0000 2016,Tweet,
"From the Obama family to yours, Merry Christmas! And a special thank you to all our men and women in uniform this holiday season.",President Obama,Fri Dec 25 19:04:41 +0000 2015,Tweet,
I'm proud of the @NBA for taking a stand against gun violence. Sympathy for victims isn't enough – change requires all of us speaking up.,President Obama,Wed Dec 23 21:21:01 +0000 2015,Tweet,
Zaevion Dobson died saving three friends from getting shot. He was a hero at 15. What's our excuse for not acting? https://t.co/hn98uGsjKZ,President Obama,Sun Dec 20 19:22:11 +0000 2015,Tweet,
RT @NASA : .@NASA_Hubble found what looks like a cosmic lightsaber in our Milky Way galaxy: https://t.co/vVBSVTpH2L #StarWars https://t.co/PJId3ThYRA,President Obama,Fri Dec 18 23:18:05 +0000 2015,Retweet,
"Congrats on a great career, Abby Wambach. For the goals you’ve scored &amp; the kids you’ve inspired, you’re the GOAT! https://t.co/Kud56ChsBO",President Obama,Wed Dec 16 20:24:12 +0000 2015,Tweet,
"The strong Paris agreement on climate means a safer, more secure world for our kids. A perfect example of what American leadership can do.",President Obama,Sat Dec 12 22:58:54 +0000 2015,Tweet,
The opioid epidemic is destroying lives. We need to put treatment within reach of anyone who needs it. https://t.co/RJfKkield9,President Obama,Thu Dec 10 21:21:21 +0000 2015,Tweet,
"Herzlichen Glückwunsch to my friend and Time's Person of the Year, Angela Merkel! Thanks for your moral leadership and strong partnership.",President Obama,Wed Dec 09 23:42:45 +0000 2015,Tweet,
"150 years since the abolition of slavery, a turning point in our history. Progress - that's our story.",President Obama,Wed Dec 09 16:03:33 +0000 2015,Tweet,
"Addressing climate change takes all of us, especially the private sector going all-in on clean energy worldwide. https://t.co/qQ6wCZUR1Z",President Obama,Mon Nov 30 16:31:40 +0000 2015,Tweet,
Good news: the world now adds more clean power capacity each year than dirtier fossil-fuel based power capacity. https://t.co/nrNiwDAKuN,President Obama,Sun Nov 29 22:31:55 +0000 2015,Tweet,
Enjoyed stopping by Upshur Street Books today. Celebrate Small Business Saturday by supporting a business near you. https://t.co/udTcIhxtOC,President Obama,Sat Nov 28 23:24:25 +0000 2015,Tweet,
"Happy Thanksgiving, everyone! Today, we give thanks for all of our loved ones and the brave men and women in uniform who serve our country.",President Obama,Thu Nov 26 17:01:27 +0000 2015,Tweet,
Slamming the door in the face of refugees would betray our deepest values. That's not who we are. And it's not what we're going to do.,President Obama,Wed Nov 18 16:49:20 +0000 2015,Reply,
Welcoming the world’s vulnerable who seek the safety of America is not new to us. We've safely welcomed 3 million refugees since 1975.,President Obama,Wed Nov 18 16:46:31 +0000 2015,Reply,
"Here, our focus is giving safe haven to the most vulnerable Syrians – women, children, and survivors of torture.",President Obama,Wed Nov 18 16:44:01 +0000 2015,Reply,
"We will provide refuge to at least 10,000 refugees fleeing violence in Syria over the next year after they pass the highest security checks.",President Obama,Wed Nov 18 16:41:48 +0000 2015,Reply,
We also win this fight with our values. America can ensure our own security while welcoming refugees desperately seeking safety from ISIL.,President Obama,Wed Nov 18 16:39:48 +0000 2015,Reply,
"Protecting the American people is my top priority. With our 65 global partners, we're leading the campaign to degrade and destroy ISIL.",President Obama,Wed Nov 18 16:37:04 +0000 2015,Tweet,
"This is an American hero: Capt. Groberg put it all on the line for his team. On his worst day, he gave us his best. https://t.co/WdWAPswJpE",President Obama,Thu Nov 12 17:13:00 +0000 2015,Tweet,
"Today, we honor the incredible men and women who have served our country. Their sacrifice and selflessness is second to none.",President Obama,Wed Nov 11 15:35:20 +0000 2015,Tweet,
I just launched my Facebook page with a video on climate change. America will lead on this. The time to act is now. https://t.co/WG5y1FbhIA,President Obama,Mon Nov 09 20:20:51 +0000 2015,Tweet,
"Every American deserves quality, affordable health care. If you or a friend needs coverage, go to https://t.co/PJ7xIL6FjY and sign up now.",President Obama,Sun Nov 01 17:10:25 +0000 2015,Tweet,
Who knew community policing could involve the Nae Nae? Great example of police having fun while keeping us safe: https://t.co/ZGeTDm6OYw,President Obama,Thu Oct 29 16:55:03 +0000 2015,Tweet,
Good to be home for a night. Even better to see the @chicagobulls start the season off right! #SeeRed,President Obama,Wed Oct 28 02:35:38 +0000 2015,Tweet,
Our thoughts are with the Mexican people as they brace for Hurricane Patricia. USAID disaster experts are on the ground and ready to help.,President Obama,Fri Oct 23 19:33:37 +0000 2015,Tweet,
"Happy Back to the Future Day, @RealMikeFox! Ever think about the fact that we live in the future we dreamed of then? That's heavy, man.",President Obama,Wed Oct 21 20:13:50 +0000 2015,Tweet,
So I'm eager to hear from folks in Charleston today on actions we can take to put recovery within reach for anyone who needs it.,President Obama,Wed Oct 21 18:05:18 +0000 2015,Reply,
Communities are showing that we should approach substance use disorders as an opportunity to intervene rather than a race to incarcerate.,President Obama,Wed Oct 21 18:01:44 +0000 2015,Reply,
With no other disease do we expect people to wait until they're a danger to themselves or others to self-diagnose and seek treatment.,President Obama,Wed Oct 21 17:58:32 +0000 2015,Reply,
4 in 5 heroin users started out by misusing prescription opioids. Heroin-related deaths nearly quadrupled between 2002 and 2013.,President Obama,Wed Oct 21 17:55:13 +0000 2015,Reply,
"Sales of powerful painkillers have skyrocketed. In 2012, enough prescriptions were written to give every American adult a bottle of pills.",President Obama,Wed Oct 21 17:52:04 +0000 2015,Reply,
120 Americans die every day from drug overdoses - most involving legal prescription drugs. That's more than from car crashes.,President Obama,Wed Oct 21 17:48:30 +0000 2015,Reply,
Heading to West Virginia today to talk about the epidemic of prescription drug abuse in America and what we can do to help. The facts:,President Obama,Wed Oct 21 17:46:38 +0000 2015,Tweet,
"RT @FactsOnClimate : Climate change threatens us all, and it will take all of us to solve it. Get the facts on how we can: https://t.co/D0uInQ4O6t #ActOnClimate",President Obama,Tue Oct 20 19:03:46 +0000 2015,Retweet,
I got a chance to catch up with the @Space_Station crew today. Nothing like a call to space on #AstronomyNight! https://t.co/JVLzYDQ8Jo,President Obama,Tue Oct 20 00:20:17 +0000 2015,Tweet,
I just met with CEOs of some of our biggest companies who are stepping up to #ActOnClimate. It's good for the planet - and the bottom line.,President Obama,Mon Oct 19 17:03:03 +0000 2015,Tweet,
Congrats @HokuleaWWV on reaching Africa—midpoint of worldwide voyage to spread message of caring for the one planet we've got. #MalamaHonua,President Obama,Fri Oct 16 15:36:52 +0000 2015,Tweet,
Congrats @Cubs - even @whitesox fans are rooting for you!,President Obama,Wed Oct 14 00:39:33 +0000 2015,Tweet,
"Thanks, Zack. https://t.co/gOGzWmYdxQ",President Obama,Fri Oct 02 00:52:38 +0000 2015,Tweet,
We have a moral responsibility to do what we can for families forced from their homes. Find out how you can help at http://t.co/J8A6mTD6D4.,President Obama,Mon Sep 28 17:05:17 +0000 2015,Reply,
But this isn't just about what I can do as President. Every single one of us - from citizens to NGOs - can help refugees find safe haven.,President Obama,Mon Sep 28 17:03:09 +0000 2015,Reply,
"We're also increasing the number of Syrian and other refugees we admit to the U.S. to 100,000 per year for the next two years.",President Obama,Mon Sep 28 17:01:48 +0000 2015,Reply,
We've provided more than $4.5 billion in humanitarian aid to help meet the needs of those impacted by the Syrian conflict.,President Obama,Mon Sep 28 17:00:08 +0000 2015,Reply,
"Nearly 12 million people have been displaced by the conflict in Syria. As Americans, we can't sit idly by. That's not who we are.",President Obama,Mon Sep 28 16:58:34 +0000 2015,Tweet,
I'm grateful for the teachers who helped spark my sense of curiosity. The #62MillionGirls who aren't in school should have that same chance.,President Obama,Sat Sep 26 23:15:51 +0000 2015,Tweet,
"Yogi Berra was an American original - a Hall of Famer, jovial prophet, &amp; a humble veteran. We'll miss you, Yogi, but your legacy ain't over.",President Obama,Wed Sep 23 20:42:08 +0000 2015,Tweet,
"Welcome to the White House, @Pontifex! Your messages of love, hope, and peace have inspired us all.",President Obama,Wed Sep 23 12:45:23 +0000 2015,Tweet,
Millions of families are more secure thanks to the ACA. Join them and #GetCovered on Nov 1: http://t.co/PJ7xIL6FjY  https://t.co/GF6yS0aHol,President Obama,Tue Sep 22 18:27:13 +0000 2015,Tweet,
Our right to vote is sacred. It's the foundation of our democracy. You can find out how to register to vote at http://t.co/8kaqY0U3fn.,President Obama,Tue Sep 22 15:52:10 +0000 2015,Tweet,
"Cool clock, Ahmed. Want to bring it to the White House? We should inspire more kids like you to like science. It's what makes America great.",President Obama,Wed Sep 16 16:58:54 +0000 2015,Tweet,
We've fought back because of you. We shouldn't slip back because of Congress. I urge them to send me a budget that invests in our future.,President Obama,Tue Sep 15 20:36:39 +0000 2015,Reply,
"When I took office, the budget deficit had reached 9.2% of our GDP. We've cut that down to 2.8%. http://t.co/3viaw4b0bB",President Obama,Tue Sep 15 20:33:37 +0000 2015,Reply,
"When I took office, 15.4% of our population was uninsured. Today, we’ve cut that by more than a third. http://t.co/3OOqcz8Oxp",President Obama,Tue Sep 15 20:30:45 +0000 2015,Reply,
"In 2009, our auto industry was flatlining. Now our workers are on pace to sell more American cars and trucks than any year since 2001.",President Obama,Tue Sep 15 20:27:51 +0000 2015,Reply,
We've cut the unemployment rate in half – from a high of 10% down to 5.1%. And we're not done. http://t.co/uRfaSoiGuA,President Obama,Tue Sep 15 20:24:27 +0000 2015,Reply,
"When I took office, 800,000 Americans lost their jobs each month. Our businesses have now added 13.1 million jobs over 66 straight months.",President Obama,Tue Sep 15 20:21:43 +0000 2015,Reply,
"7 years ago today, Lehman Brothers filed for bankruptcy, setting off the worst financial crisis in decades. Here's how far we've come:",President Obama,Tue Sep 15 20:20:41 +0000 2015,Tweet,
"""@FAFSA"" might be hard to say, but filling it out can help you pay for college. FLOTUS, you're up! #5TimesFAFSA http://t.co/y1Jv8aeGUH",President Obama,Mon Sep 14 15:06:10 +0000 2015,Tweet,
"14 years after the terrorist attacks of 9/11, we honor those we lost. We salute all who serve to keep us safe. We stand as strong as ever.",President Obama,Fri Sep 11 13:24:05 +0000 2015,Tweet,
Today's Senate vote on the Iran deal is a historic step toward preventing Iran from obtaining a nuclear weapon. The world is safer for it.,President Obama,Thu Sep 10 21:15:51 +0000 2015,Tweet,
"Thank you, Colin, for putting your experience and expertise behind this important initiative for our country. https://t.co/bSnaLMs8CU",President Obama,Sun Sep 06 16:45:57 +0000 2015,Tweet,
I loved Alaska and met so many inspiring people. Have to keep up the fight on climate change for their sake—and ours. http://t.co/HzWW0S6iQc,President Obama,Thu Sep 03 18:42:44 +0000 2015,Tweet,
"Today we’re returning Mount McKinley to its native name - Denali, a step to reflect the heritage of Alaska Natives. http://t.co/WyzQImKymX",President Obama,Mon Aug 31 17:31:01 +0000 2015,Tweet,
"In Treme, I was inspired by the progress &amp; people 10 years after Katrina. It gives us hope, but our work isn't done. http://t.co/LDqsARhnZt",President Obama,Sat Aug 29 21:09:18 +0000 2015,Tweet,
"Amidst global volatility, Congress should protect the momentum of our growing economy (not kill it). We must avoid shutdown / austerity.",President Obama,Thu Aug 27 15:27:51 +0000 2015,Tweet,
The National Park Service: 99 years and 84 million acres strong. Congrats to all who work to protect these treasures. http://t.co/R8RyB9vkVW,President Obama,Tue Aug 25 17:55:38 +0000 2015,Tweet,
"President Carter is as good a man as they come. Michelle and I are praying for him and Rosalynn. We're all pulling for you, Jimmy.",President Obama,Thu Aug 20 17:14:53 +0000 2015,Tweet,
"Due to popular request, here are my vacation playlists: http://t.co/uer5sIl4Vk http://t.co/zHEekHvQBr What's your favorite summer song?",President Obama,Fri Aug 14 15:30:35 +0000 2015,Tweet,
"RT @JohnKerry : Pleased to be in #Havana for historic day @USEmbCuba. Incredible: last time #SecState visited #Cuba, FDR was @POTUS. http://t.co/URedAaDpZs",President Obama,Fri Aug 14 15:18:58 +0000 2015,Retweet,
Thank you for all you've done to protect our sacred right to vote. It's as important today as it's ever been. https://t.co/ge74wu5nc1,President Obama,Thu Aug 06 17:30:29 +0000 2015,Tweet,
"Heroes like @RepJohnLewis, Dr. King, and countless others sacrificed so that all of our voices could be heard. http://t.co/L7kxtWQlYW",President Obama,Thu Aug 06 17:26:02 +0000 2015,Reply,
"Before 1965, African Americans faced poll taxes, literacy tests, or having to count jellybeans in a jar when they tried to register to vote.",President Obama,Thu Aug 06 17:23:33 +0000 2015,Reply,
"50 years ago today, President Johnson signed the Voting Rights Act into law, securing the right to vote for millions of African Americans.",President Obama,Thu Aug 06 17:21:27 +0000 2015,Tweet,
Pretty incredible time lapse of the dark side of the moon passing Earth from @NASA. American ingenuity at work! http://t.co/JKep9bcxGQ,President Obama,Wed Aug 05 23:01:41 +0000 2015,Tweet,
Important detail – there are no secret deals. My staff can brief you on any question about any part of the deal. https://t.co/UO0B5xCOPh,President Obama,Wed Aug 05 20:46:43 +0000 2015,Tweet,
The choice is ultimately between diplomacy and war. Iran's nuclear program accelerates if Congress kills this deal. https://t.co/nvBeO1Omko,President Obama,Wed Aug 05 20:45:23 +0000 2015,Tweet,
"It's the strongest nuclear deal ever negotiated. There's no such thing as a ""better deal."" Walking away risks war. https://t.co/la7GhQXfzl",President Obama,Wed Aug 05 20:36:48 +0000 2015,Tweet,
I refuse to condemn our kids to a planet that's beyond fixing. Let's meet this challenge and #ActOnClimate together.,President Obama,Mon Aug 03 19:29:02 +0000 2015,Reply,
"Despite what the critics will tell you, this plan will ultimately save the average American family nearly $85 a year on their energy bills.",President Obama,Mon Aug 03 19:23:30 +0000 2015,Reply,
"Thanks to this plan, there will be 90,000 fewer asthma attacks among our kids and we'll avoid 3,600 premature deaths in 2030.",President Obama,Mon Aug 03 19:18:32 +0000 2015,Reply,
"It's time to change that. With the Clean Power Plan, by 2030, carbon pollution from power plants will be 32% lower than it was a decade ago.",President Obama,Mon Aug 03 19:15:25 +0000 2015,Reply,
"Right now, power plants account for about one-third of America’s carbon pollution. That’s more than our cars, airplanes, and homes combined.",President Obama,Mon Aug 03 19:11:58 +0000 2015,Reply,
"Levels of carbon dioxide in our atmosphere are higher than they’ve been in 800,000 years. 2014 was the planet’s warmest year on record.",President Obama,Mon Aug 03 19:06:54 +0000 2015,Reply,
"Today, we're announcing America's Clean Power Plan—the most important step we've ever taken to combat climate change. Here are the facts:",President Obama,Mon Aug 03 19:06:08 +0000 2015,Tweet,
"Hey @StationCDRKelly, loving the photos. Do you ever look out the window and just freak out?",President Obama,Sat Aug 01 19:25:04 +0000 2015,Tweet,
"Launching a pilot program to help students in prison pay for college, because everyone willing to work for it deserves a second chance.",President Obama,Fri Jul 31 20:15:39 +0000 2015,Tweet,
"Happy 50th birthday, Medicare and Medicaid! Two programs, one promise: that every American deserves a basic measure of dignity and security.",President Obama,Thu Jul 30 16:39:56 +0000 2015,Tweet,
"25 years of the ADA and Americans with disabilities are breaking more barriers than ever, making all of us more free. Let's keep going.",President Obama,Sun Jul 26 21:05:59 +0000 2015,Tweet,
"Proud to be the first American President to visit Kenya. Happy to see family, and to talk with young Kenyans about the future.",President Obama,Fri Jul 24 21:25:42 +0000 2015,Tweet,
"E.L. Doctorow was one of America's greatest novelists. His books taught me much, and he will be missed.",President Obama,Wed Jul 22 01:13:00 +0000 2015,Tweet,
RT @TheIranDeal : The historic #IranDeal succeeds in verifying that Iran cannot obtain a nuclear weapon. Follow to get the facts: http://t.co/Ua7p0Qzryo,President Obama,Tue Jul 21 14:40:25 +0000 2015,Retweet,
Just got this new blue marble photo from @NASA. A beautiful reminder that we need to protect the only planet we have. http://t.co/JQ3174P0LF,President Obama,Mon Jul 20 14:27:08 +0000 2015,Tweet,
Had a great visit today with Emma Didlake - our oldest living veteran at 110-years-young! She's a true American hero. http://t.co/EeeIC3AK4A,President Obama,Fri Jul 17 20:54:55 +0000 2015,Tweet,
Congrats to Oregon on passing two years of free community college! Every hardworking student deserves access to higher education.,President Obama,Fri Jul 17 17:10:33 +0000 2015,Tweet,
Pluto just had its first visitor! Thanks @NASA - it's a great day for discovery and American leadership. http://t.co/FfztBSMbK0,President Obama,Wed Jul 15 01:46:43 +0000 2015,Tweet,
Good conversation with Tom Friedman on the deal we reached with Iran. It's a major step toward a safer world.  https://t.co/xwSrH9IoFG,President Obama,Wed Jul 15 00:57:51 +0000 2015,Tweet,
Mass incarceration doesn't work. Let's build communities that give kids a shot at success and prisons that prepare people for a 2nd chance.,President Obama,Tue Jul 14 22:47:13 +0000 2015,Reply,
We could eliminate tuition at every public college and university in America with the $80 billion we spend each year on incarcerations.,President Obama,Tue Jul 14 22:42:16 +0000 2015,Reply,
The $80 billion we spend each year on incarcerations could double the salary of every high school teacher in America.,President Obama,Tue Jul 14 22:37:43 +0000 2015,Reply,
The $80 billion we spend each year to keep people incarcerated could pay for universal pre-K for every 3-year-old and 4-year-old in America.,President Obama,Tue Jul 14 22:34:32 +0000 2015,Reply,
"In 1980, there were 500,000 people in American jails. Today, there are 2.2 million. Many belong. But too many are nonviolent offenders.",President Obama,Tue Jul 14 22:30:51 +0000 2015,Reply,
America keeps more people behind bars than the top 35 European countries combined.,President Obama,Tue Jul 14 22:26:15 +0000 2015,Reply,
"America is home to 5% of the world's population, but 25% of the world's prisoners.",President Obama,Tue Jul 14 22:20:49 +0000 2015,Reply,
"Just spoke to the NAACP about criminal justice reform, something many broadly agree on. Some stats:",President Obama,Tue Jul 14 22:19:14 +0000 2015,Tweet,
"South Carolina taking down the confederate flag - a signal of good will and healing, and a meaningful step towards a better future.",President Obama,Fri Jul 10 14:12:50 +0000 2015,Tweet,
What a win for Team USA! Great game @CarliLloyd! Your country is so proud of all of you. Come visit the White House with the World Cup soon.,President Obama,Mon Jul 06 01:01:08 +0000 2015,Tweet,
http://t.co/Ft3DwYWRJv,President Obama,Sun Jul 05 03:57:06 +0000 2015,Reply,
"It doesn't get much better than celebrating America with the people you love. Happy Fourth of July, everyone!",President Obama,Sat Jul 04 20:29:21 +0000 2015,Tweet,
It's not mine; just a loaner. Maybe you can come play at the White House sometime instead?  https://t.co/srZKB6plzz,President Obama,Thu Jul 02 03:02:33 +0000 2015,Tweet,
"RT @hotelkeys : @POTUS 
23yrold recent grad has full-time job but no insurance. Peace of mind that she can be on our plan. #ACAWorks",President Obama,Thu Jul 02 01:28:15 +0000 2015,Retweet,
"RT @crazywritinfool : @POTUS #ACAWorks because I could switch insurance providers to get a lower rate. Couldn't before due to ""preexisting conditions""",President Obama,Thu Jul 02 01:25:45 +0000 2015,Retweet,
RT @NotoriousLLT : Sister is legally blind &amp; on disability b/c of glaucoma. She needs care to keep sight she has left. With #ACA she can afford it! #ACAWorks,President Obama,Thu Jul 02 01:21:26 +0000 2015,Retweet,
"Gotta go, but this was fun. Let's keep the health care conversation going - share how the #ACAWorks for you or your family.",President Obama,Wed Jul 01 20:21:36 +0000 2015,Tweet,
butler's a great player on o and d; let's sign him up long term. go bulls! https://t.co/IqbyUmcbmJ,President Obama,Wed Jul 01 20:17:54 +0000 2015,Tweet,
"people lack info/turned off by political noise. w court case done, let's focus on getting people signed up. https://t.co/vFCDgMXSE9",President Obama,Wed Jul 01 20:16:58 +0000 2015,Tweet,
pushing to make 2 yrs comm college free; permit refinancing on student loans; push colleges to keep tuition low https://t.co/dTbTNDQSII,President Obama,Wed Jul 01 20:13:47 +0000 2015,Tweet,
"respect the nyt, but not buying peas in guac. onions, garlic, hot peppers. classic. https://t.co/MEEI8QHH1V",President Obama,Wed Jul 01 20:12:10 +0000 2015,Tweet,
was listening to outkast/liberation and the black keys/lonely boy this morning. https://t.co/1DP6CRdwlm,President Obama,Wed Jul 01 20:10:09 +0000 2015,Tweet,
there's a hardship exemption; fine only applies to folks who can afford insurance but choose not to. https://t.co/XWFEKbZCaT,President Obama,Wed Jul 01 20:08:51 +0000 2015,Tweet,
"have principles and issues you are passionate about, and act; worry more about doing something than being something. https://t.co/QqbgflhXDY",President Obama,Wed Jul 01 20:06:28 +0000 2015,Tweet,
EX-IM bank helps US companies export; that means good paying american jobs. optimistic that congress gets it done. https://t.co/UeBhgiL64B,President Obama,Wed Jul 01 20:05:05 +0000 2015,Tweet,
now's time to encourage states that held off for political reasons to do the right thing; contact state officials! https://t.co/QqUY3S9MoC,President Obama,Wed Jul 01 20:02:53 +0000 2015,Tweet,
congratulations! hope you guys are getting sleep. nothing beats babies! https://t.co/ymGM0HARad,President Obama,Wed Jul 01 20:00:55 +0000 2015,Tweet,
"not true - like last year, insurers request premium hikes, but must be approved; expect final increases to be less   https://t.co/WfJI2AOLkP",President Obama,Wed Jul 01 19:59:32 +0000 2015,Tweet,
we need to encourage states to take advantage of medicaid expansion; could insure 4 mil more people in 22 states! https://t.co/S9RlkVB1An,President Obama,Wed Jul 01 19:55:46 +0000 2015,Tweet,
"Alright, let's do this. Ready to answer your health care questions. Keep 'em coming with #AskPOTUS. http://t.co/wK8RDF2H0i",President Obama,Wed Jul 01 19:55:12 +0000 2015,Tweet,
Hello from Nashville! I'll be answering your questions on health care and the Affordable Care Act at 3:30pm ET. Tweet yours using #AskPOTUS.,President Obama,Wed Jul 01 18:22:54 +0000 2015,Tweet,
Congrats to the #USWNT! Can't wait for the finals. You make us all proud!,President Obama,Wed Jul 01 01:35:17 +0000 2015,Tweet,
A hard day's work deserves a fair day's pay. That's why I'm announcing my plan to extend overtime protections. https://t.co/MrV56vTNa9,President Obama,Tue Jun 30 14:21:33 +0000 2015,Tweet,
So inspired by the grace shown by the Simmons family and all the victims' families in Charleston. #HateWontWin http://t.co/jMS0SDUYui,President Obama,Fri Jun 26 21:56:40 +0000 2015,Tweet,
"Today is a big step in our march toward equality. Gay and lesbian couples now have the right to marry, just like anyone else. #LoveWins",President Obama,Fri Jun 26 14:10:05 +0000 2015,Tweet,
"The uninsured rate is the lowest it's ever been. Let's keep at it until every American has quality, affordable health insurance.",President Obama,Thu Jun 25 17:13:26 +0000 2015,Reply,
More than 137 million Americans have guaranteed access to preventive care like cancer screenings and birth control at no out-of-pocket cost.,President Obama,Thu Jun 25 16:56:11 +0000 2015,Reply,
Women can no longer be charged more for health coverage just for being women.,President Obama,Thu Jun 25 16:41:43 +0000 2015,Reply,
129 million Americans with pre-existing conditions can no longer be denied health coverage.,President Obama,Thu Jun 25 16:30:19 +0000 2015,Reply,
More than 16 million Americans have gained health coverage after 5 years of the Affordable Care Act.,President Obama,Thu Jun 25 16:14:58 +0000 2015,Reply,
"Today's decision is a victory for every hardworking American. Access to quality, affordable health care is a right, not a privilege.",President Obama,Thu Jun 25 16:03:40 +0000 2015,Tweet,
Good luck Team USA – make us proud out there! #OneNationOneTeam http://t.co/btu3dRXPbr,President Obama,Mon Jun 22 23:45:19 +0000 2015,Tweet,
Expressions of sympathy aren’t enough. It’s time we do something about this.,President Obama,Sun Jun 21 01:50:00 +0000 2015,Reply,
"Here are the stats: Per population, we kill each other with guns at a rate 297x more than Japan, 49x more than France, 33x more than Israel.",President Obama,Sun Jun 21 01:49:04 +0000 2015,Tweet,
"Good point, Mitt. https://t.co/Ryusfp8Xbh",President Obama,Sun Jun 21 01:33:44 +0000 2015,Tweet,
"In the midst of darkest tragedy, the decency and goodness of the American people shines through in these families. https://t.co/aYtAKrWwCY",President Obama,Fri Jun 19 20:27:54 +0000 2015,Tweet,
Inspired by what @Pontifex wrote on climate change. Agree we have a moral responsibility to act to protect our kids and God's creation.,President Obama,Thu Jun 18 23:20:59 +0000 2015,Tweet,
Thrilled to formally recognize @LorettaLynch as the people's lawyer. You'll have no better partner in the fight for equality and justice.,President Obama,Wed Jun 17 17:44:38 +0000 2015,Tweet,
What a team win for the Warriors and an epic season for Steph. Kudos to LeBron and the Cavs for an unbelievable effort under adversity.,President Obama,Wed Jun 17 04:23:31 +0000 2015,Tweet,
Congrats to my hometown @NHLBlackhawks on 3 titles in 6 years - we'll see you and The Cup at the White House!,President Obama,Tue Jun 16 14:43:36 +0000 2015,Tweet,
So proud of these White House mentorship grads. Can't wait to see all the great things you achieve. I believe in you! http://t.co/ao6k8ErjHI,President Obama,Mon Jun 15 19:57:04 +0000 2015,Tweet,
I challenged them to a race. http://t.co/FpEUTnYgoD,President Obama,Fri Jun 12 01:01:29 +0000 2015,Tweet,
This was a fun briefing: My science advisor just showed me this Hubble shot of the most crowded place in our galaxy. http://t.co/E2SeO9tumt,President Obama,Wed Jun 03 22:31:54 +0000 2015,Tweet,
Glad the Senate finally passed the USA Freedom Act. It protects civil liberties and our national security. I'll sign it as soon as I get it.,President Obama,Tue Jun 02 21:01:19 +0000 2015,Tweet,
Awarded two Medals of Honor today for acts of bravery a century ago. We honor our heroes no matter how long it takes. http://t.co/AYazTecZpB,President Obama,Tue Jun 02 18:28:56 +0000 2015,Tweet,
"RT @LizHadly : @POTUS Love the #ActOnClimate. As scientist, I say global action more important than science now. #WeKnowEnoughToAct.",President Obama,Thu May 28 20:40:34 +0000 2015,Retweet,
"Thanks for the questions! This was fun. I've got to run, but let’s do it again soon. Tell me what you're doing to #ActOnClimate.",President Obama,Thu May 28 17:29:26 +0000 2015,Tweet,
.@apat246 @chicagobulls love thibs and think he did a great job. Sorry to see him go but expect he will be snatched up soon by another team.,President Obama,Thu May 28 17:29:05 +0000 2015,Reply,
.@ZCarlander agreement with China big and will be working w Brazil to develop their plans. We will all need to do more with US leading,President Obama,Thu May 28 17:27:20 +0000 2015,Reply,
".@arianastover Kids instinctively understand importance of environment, impact on animals, health. Weave it into science and social studies",President Obama,Thu May 28 17:24:59 +0000 2015,Reply,
".@HtetWint renewable energy key, already increased solar 10x and wind 3x, now need to invest more in r&amp;d and provide regulatory incentives",President Obama,Thu May 28 17:22:28 +0000 2015,Reply,
. @Jamesthe4tress Already expanded Pell Grants and capped student loan interest rates; now want to make 2 yrs of community college free.,President Obama,Thu May 28 17:18:40 +0000 2015,Reply,
"@HLF3267 In fact new trade deal with have the strongest enforceable environmental provisions in history, raising standards across Asia.",President Obama,Thu May 28 17:16:29 +0000 2015,Reply,
".@ZCarlander more severe weather events lead to displacement, scarcity, stressed populations; all increase likelihood of global conflict.",President Obama,Thu May 28 17:15:41 +0000 2015,Reply,
.@NathenVieira jr smith having a great season but the heart of the Cavs is Lebron. And no one can outshoot Curry - maybe Korver if wide open,President Obama,Thu May 28 17:11:48 +0000 2015,Reply,
"@.gkermmm 2/ after I sign agreement, Congress will have months of debate before a vote. Nothing secret about it.",President Obama,Thu May 28 17:08:53 +0000 2015,Tweet,
.@gkermmm 1/ TPP is still being negotiated! But legislation requires the full text for 60 days before I sign.,President Obama,Thu May 28 17:08:04 +0000 2015,Reply,
.@drock89 as @Pontifex and other religious leaders have stated we have a moral obligation to the most vulnerable and the next generation.,President Obama,Thu May 28 17:05:44 +0000 2015,Reply,
.@BigBennyFL 3/ already rejected Shell's original proposal as inadequate which shows we're serious.,President Obama,Thu May 28 17:04:00 +0000 2015,Reply,
.@BigBennyFL 2/ But since we can't prevent oil exploration completely in region we're setting the highest possible standards,President Obama,Thu May 28 17:02:56 +0000 2015,Reply,
"@BigBennyFL 1/ We've shut off drilling in the most sensitive arctic areas, including Bristol Bay.",President Obama,Thu May 28 16:59:36 +0000 2015,Reply,
