Text,Name,Created At,Tweet Type
RT @SecondLady : Calling all our Nation's young artists! The @FLOTUS 19th Amendment Project: “Building the Movement: America’s Youth Celebrate 100 Years of Women’s Suffrage” is a great opportunity to show your art skills &amp; learn about this important time in women's history!https://t.co/DhdQKwYhWB,Melania Trump,Sat Jun 20 18:45:35 +0000 2020,Retweet
"RT @GOPChairwoman : This youth engagement initiative is the latest addition to #BeBest and it teaches children about the Women's Suffrage Movement. 
 
Thank you, @FLOTUS, for pioneering an important cause that will shape our children’s future! https://t.co/sX7udsLQid",Melania Trump,Sat Jun 20 14:25:34 +0000 2020,Retweet
"Today we celebrate #Juneteenth, the oldest nationally celebrated commemoration of the end of slavery in the U.S. In honor of today, I would like to share the story ""All Different Now"" by Angela Johnson, which sheds a light on the first Juneteenth through the eyes of a young girl. https://t.co/ZG9zoup4yG",Melania Trump,Fri Jun 19 12:00:01 +0000 2020,Tweet
"As we approach #Juneteenth, 
@SecretaryCarson &amp; I visited @USNatArchives to view our nation's Charters of Freedom &amp; Emancipation Proclamation. These historic documents provide freedom &amp; equality for all &amp; serve as a reminder of our democratic ideals &amp; values. https://t.co/VBrYDMUa6z",Melania Trump,Fri Jun 19 01:33:17 +0000 2020,Tweet
"Today, @SecretaryCarson &amp; I visited the @USNatArchives to view the Emancipation Proclamation &amp; Charters of Freedom. The significance behind these documents is an important reminder that our nation is built on the principles of freedom, liberty &amp; equality for all. #Juneteenth https://t.co/EbmgZm6gEB",Melania Trump,Thu Jun 18 23:45:02 +0000 2020,Tweet
"RT @SenHydeSmith : In an exhibit honoring the 100th anniversary of the ratification of the #19thamendment, @FLOTUS is encouraging submissions from students in grades 3-12, &amp; will select one artwork to be included from each of the 50 states. Due July 6! Find directions here: https://t.co/6Q4fv9UEk2 https://t.co/UuHDxrTfvw",Melania Trump,Thu Jun 18 13:35:56 +0000 2020,Retweet
"This morning, Gov @BillLeeTN &amp; I discussed their #COVID19 Child Wellbeing Task Force, the priorities of #BeBest &amp; the incredible impact @LaunchTN has had on #Tennessee, including it's contribution to addressing mental health issues for children &amp; families.",Melania Trump,Wed Jun 17 16:52:36 +0000 2020,Tweet
"RT @NEAarts : In honor of the 100th anniversary of the passage of the 19th Amendment, @FLOTUS announced an art exhibit for student artists: ""Building the Movement: America's Youth Celebrate 100 Years of Women's Suffrage""... https://t.co/XRfjPoEirO",Melania Trump,Tue Jun 16 22:01:54 +0000 2020,Retweet
"RT @usedgov : CALLING ALL STUDENT ARTISTS: In honor of the 100th anniversary of the passage of the 19th Amendment, today @FLOTUS announced a call for student art for the ""Building the Movement: America's Youth Celebrate 100 Years of Women's Suffrage"" exhibit ⬇️
https://t.co/X0Pt9LdAWP",Melania Trump,Tue Jun 16 15:43:02 +0000 2020,Retweet
https://t.co/ep5fS3AEcs,Melania Trump,Mon Jun 15 18:04:59 +0000 2020,Tweet
"2/2 Children can submit their drawing of a Suffragist, Suffrage Symbol, or Suffrage Event by July 6th &amp; the winners will have their drawings featured in an exhibit that will launch this August! #BeBest
Submit your drawing here: https://t.co/laj10KlFTm",Melania Trump,Mon Jun 15 16:25:17 +0000 2020,Reply
