Text,Name,Created At,Tweet Type
"RT @AyannaPressley : Happy Int'l #Alopecia Day! Hummin' a song my grandfather often sang, ""This joy that I have, the world didn't give it to me. The world didn't give it, and the world can't take it away."" Take up space. See your beauty. Preserve your JOY. Stand in your power. #alopeciaawareness https://t.co/EJLuL1Eq2l",Alexandria Ocasio-Cortez,Sat Aug 01 21:07:37 +0000 2020,Retweet
RT @ClintSmithIII : “Those who are least responsible for polluting Earth’s atmosphere are among those most hurt by its consequences. The average American is responsible for 33 times more planet-warming carbon dioxide than the average Bangladeshi.” https://t.co/zAkNV5I1M3,Alexandria Ocasio-Cortez,Sat Aug 01 16:58:02 +0000 2020,Retweet
"Military recruitment forms are being sent out to children on gaming platforms.

The forms can be filled out by kids as young as 12 years old, and include consent to be contacted by a recruiter.

Although my amendment to end this practice failed, have a conversation w/ your kids. https://t.co/NOMqaB3xIh",Alexandria Ocasio-Cortez,Fri Jul 31 21:02:56 +0000 2020,Tweet
"@johnrobertgage Frankly this isn’t even a hard point to understand, especially for a journalist. 

It’s also clear you understood this point well enough to identify the relevant context in the video and deliberately erase it in an effort to stir up controversy.",Alexandria Ocasio-Cortez,Fri Jul 31 20:48:18 +0000 2020,Reply
"@johnrobertgage 1. Unsure why you cut the context of the video. Here’s moments prior

2. Read the text of the video you posted: it’s not about litigating an indiv person or statue, but examining that the TOTALITY of all 100+ statues are almost all white &amp; male,incl to rep largely nonwhite places https://t.co/624zJ11jU1",Alexandria Ocasio-Cortez,Fri Jul 31 20:39:28 +0000 2020,Reply
"Abolishing ICE isn’t a radical thing to do, it’s a humane thing to do. https://t.co/3g4v0cec5t",Alexandria Ocasio-Cortez,Fri Jul 31 17:16:06 +0000 2020,Tweet
@RepAdams @RepAOC Thank you for picking this one out for me! What an honor 👒,Alexandria Ocasio-Cortez,Fri Jul 31 00:42:25 +0000 2020,Reply
Rep. Connolly knows what’s up 👍🏽 thanks for the support! https://t.co/p3lfyKTx6z,Alexandria Ocasio-Cortez,Thu Jul 30 23:58:34 +0000 2020,Tweet
"The good news: a majority of the Dem party supported this amendment.

That’s a really solid start for this being the first time this issue has been brought before Congress.

We’ve made great strides since *that* Senate FB hearing, but we’ve got a lot of room to still improve!",Alexandria Ocasio-Cortez,Thu Jul 30 23:21:42 +0000 2020,Reply
"When our legislative bodies aren’t sufficiently responsive to tech, then that means we don’t have the tools required to protect people.

This is partially why companies know way more about you than you may even be aware of - bc it’s legal, and Congress is struggling to keep up.",Alexandria Ocasio-Cortez,Thu Jul 30 23:17:56 +0000 2020,Reply
"Some context for a few folks getting upset at this: Congress is voting on legislation regarding Twitch today.

It’s totally fine if you don’t know what Twitch is. But tech literacy is becoming an growing need in Congress so we can legislate to protect people’s privacy, etc.",Alexandria Ocasio-Cortez,Thu Jul 30 23:15:01 +0000 2020,Reply
Imagine trying to explain to your colleagues who are members of Congress what Twitch is 😭,Alexandria Ocasio-Cortez,Thu Jul 30 22:55:50 +0000 2020,Tweet
"This is awesome.

So often young people are told to contact their legislator, but it’s hard to know if a call or tweet made a difference.

Thank you @RepTedDeutch for not only supporting this amendment, but showing how direct outreach can impact legislative outcomes! 🤳🏼 https://t.co/ZOAFa8su7t",Alexandria Ocasio-Cortez,Thu Jul 30 20:20:10 +0000 2020,Tweet
"RT @RepMcGovern : Our military should not be recruiting children on gaming platforms, period. War is not a game. I was proud to work with @AOC to make this amendment in order &amp; I will proudly vote yes when it comes to the floor today. https://t.co/kDQ8C7rWJx",Alexandria Ocasio-Cortez,Thu Jul 30 19:58:33 +0000 2020,Retweet
"RT @Yamiche : John Lewis asked The NYT to publish this on the day of his funeral. It is necessary reading. He writes, “When you see something that is not right, you must say something ... Democracy is not a state. It is an act, and each generation must do its part.” https://t.co/gNWQDpeAZt",Alexandria Ocasio-Cortez,Thu Jul 30 19:46:29 +0000 2020,Retweet
"RT @IlhanMN : War is not a game. Video games should not be recruitment tools for the military. And it’s particularly concerning that users were blocked from platforms by the US military for asking about war crimes, raising serious first amendment concerns. I am proud to work with @AOC on this. https://t.co/GxPx5bZj8J",Alexandria Ocasio-Cortez,Thu Jul 30 17:17:51 +0000 2020,Retweet
"- War is not a game
- Twitch is a popular platform for children FAR under the age of military recruitment rules
- We should not conflate military service with “shoot-em-up” style games and contests

The Marines pulled out of Twitch for a reason.

It’s time to follow their lead. https://t.co/eXOPyzTDDy",Alexandria Ocasio-Cortez,Thu Jul 30 16:09:13 +0000 2020,Tweet
"RT @MaraGay : The last word goes to you, Congressman.  

“Though I am gone, I urge you to answer the highest calling of your heart and stand up for what you truly believe.”  

John Lewis’ final op-ed to the country he loved.  https://t.co/Ii4CRY5xOY",Alexandria Ocasio-Cortez,Thu Jul 30 15:19:46 +0000 2020,Retweet
"RT @TVietor08 : This amendment is a good idea: ""War is not a game, and the Marine Corps’ decision not to engage in this recruiting tool should be a clear signal to the other branches of the military to cease this practice entirely.” - @AOC https://t.co/36yX2ugGaD",Alexandria Ocasio-Cortez,Thu Jul 30 01:56:07 +0000 2020,Retweet
"The root of the problem is not necessarily format. It’s that there‘s so much pressure on members of both parties to spend time fundraising that it takes time away from deeply studying and preparing for hearings.

If you want hearings to be better, get money out of politics. https://t.co/Ir9WRz2vMi",Alexandria Ocasio-Cortez,Wed Jul 29 22:11:18 +0000 2020,Tweet
RT @Refinery29 : .@AOC @AyannaPressley @JanSchakowsky and @RepBarbaraLee just filed an amendment to repeal the Hyde Amendment — and it's about time https://t.co/WHR8jRzwMl,Alexandria Ocasio-Cortez,Wed Jul 29 22:03:45 +0000 2020,Retweet
More info: https://t.co/KSfm7xCa3W,Alexandria Ocasio-Cortez,Wed Jul 29 21:30:59 +0000 2020,Reply
"I am happy to inform you that I’ve already introduced an amendment to block your latest racist, classist nonsense https://t.co/AJbb5bL0VV https://t.co/upIwAZU95D",Alexandria Ocasio-Cortez,Wed Jul 29 21:29:52 +0000 2020,Tweet
"The main reason unemployment benefits are poised to expire on Friday is bc Trump’s White House &amp; the GOP are refusing to extend them.

They seem to think people can be starved into taking 30 million jobs that don’t exist.

This callous game playing w people’s lives is horrifying. https://t.co/1q5AYnoc6u",Alexandria Ocasio-Cortez,Wed Jul 29 21:04:31 +0000 2020,Tweet
"RT @JakeSherman : PLAYBOOK PM: After we reported that @replouiegohmert was positive, we got an email from a Gohmert aide. https://t.co/x31CSOdkLf",Alexandria Ocasio-Cortez,Wed Jul 29 18:18:23 +0000 2020,Retweet
"@Chinchillazllla It’s not a conspiracy, I tweeted it too early. This bill is part of a suite of leg that *includes* rent cancellation, it’s not a replacement/sub for it.

We should do all of it, and any lawyers should be publicly funded too. The initial tweet implies a wrong context.",Alexandria Ocasio-Cortez,Wed Jul 29 05:12:06 +0000 2020,Reply
"Our civil liberties are on brink.

This is not a drill. There is no excuse for snatching women off the street and throwing them into unmarked vans.

To not protect our rights is to give them away. It is our responsibility to resist authoritarianism. https://t.co/pw20WF05KK",Alexandria Ocasio-Cortez,Wed Jul 29 05:04:08 +0000 2020,Tweet
"RT @bubbaprog : Well, this was remarkable. https://t.co/bqidB7XBZm",Alexandria Ocasio-Cortez,Tue Jul 28 22:16:44 +0000 2020,Retweet
"RT @AyannaPressley : True then, true now. https://t.co/nk2XrB6LaH",Alexandria Ocasio-Cortez,Tue Jul 28 21:59:26 +0000 2020,Retweet
"RT @aidachavez : NEW: @AOC and @tedlieu introduce an amendment to curtail the Trump administration's use of force, which has been flooding cities across the U.S. with federal agents https://t.co/hkANCieF09 by me",Alexandria Ocasio-Cortez,Tue Jul 28 21:50:53 +0000 2020,Retweet
¿Por qué no los billionaires? https://t.co/M2NgnRAJTM,Alexandria Ocasio-Cortez,Tue Jul 28 20:18:04 +0000 2020,Tweet
@taylrn Me :),Alexandria Ocasio-Cortez,Tue Jul 28 18:12:50 +0000 2020,Reply
"Up to 40 million people could be evicted if the federal gov doesn’t act boldly enough.

Right now, the risks of doing too little for COVID relief far outweigh the risk of doing “too much” for families.

People need rent + mortgage relief, 2nd stimulus check, &amp; extended PUA *now.* https://t.co/tvq1kYEmKP",Alexandria Ocasio-Cortez,Tue Jul 28 03:48:30 +0000 2020,Tweet
"RT @Mike_P_Williams : So, @AOC just took to Instagram and raised $50,000 for immigrant families who've been frozen out of government help. Incredible. https://t.co/bzdWmdAALM",Alexandria Ocasio-Cortez,Tue Jul 28 01:32:47 +0000 2020,Retweet
RT @jzembik : .@AOC just now in an Instagram live: “you all know that SpongeBob meme - the one where Squidward is at the window and they’re having fun outside? That’s us looking at the rest of the world [because of our COVID response]” https://t.co/L1KyqIST0d,Alexandria Ocasio-Cortez,Tue Jul 28 01:29:53 +0000 2020,Retweet
"Everyone who just donated $1 or more during my IG livestream just now has officially just done more for essential workers who are undocumented than Mitch McConnell has all year.

We hit over $60k for @NYSYLC tonight! Thank you! 😌 https://t.co/kPHEhMyJa3",Alexandria Ocasio-Cortez,Tue Jul 28 01:29:12 +0000 2020,Tweet
"Thanks for bringing us together for an incredible conversation, @mPinoe!

It was wonderful spending time with you, @nhannahjones &amp; @hasanminhaj to discuss our present and future. https://t.co/QkZgGm2kn5",Alexandria Ocasio-Cortez,Mon Jul 27 17:53:59 +0000 2020,Tweet
@RealLyndaCarter Thank you for being a shining example of a woman’s strength! Happy birthday ✨,Alexandria Ocasio-Cortez,Sun Jul 26 19:49:36 +0000 2020,Reply
"@tedlieu It’s an honor to serve with you, Ted. Thank you for being an example to the world of how to be a decent man. 💜",Alexandria Ocasio-Cortez,Sat Jul 25 14:57:53 +0000 2020,Reply
"RT @rtraister : I wrote about the warped framing of @AOC as disruptive, norm-shattering and savvy and how it contrasts with the invisibility of Yoho’s opportunism and ambition: https://t.co/hcG5hrt1lz",Alexandria Ocasio-Cortez,Sat Jul 25 01:50:38 +0000 2020,Retweet
"RT @BernieSanders : What a hypocrite. Elon Musk has received billions in corporate welfare from U.S. taxpayers. Now he wants to stop 30 million Americans who lost jobs from receiving $600 a week in unemployment benefits, while his wealth has gone up by $46.7 billion over the past 4 months. Pathetic. https://t.co/hECaTul3ZI",Alexandria Ocasio-Cortez,Sat Jul 25 01:17:53 +0000 2020,Retweet
"Here is my full response regarding Mr. Yoho and the culture of misogyny that inspired his actions.

I am deeply appreciative of my colleagues and everyone speaking up and out against the rampant mistreatment of women both in Congress and across the country. ⬇️ https://t.co/nFfxy5UdmP",Alexandria Ocasio-Cortez,Thu Jul 23 16:43:03 +0000 2020,Tweet
"RT @SawyerHackett : Right now, @AOC is speaking from the House floor about @RepTedYoho’s comments.

“When you do that to any woman, what Mr. Yoho did was give permission to other men to do that to his daughters.” https://t.co/USkyv6z6XM",Alexandria Ocasio-Cortez,Thu Jul 23 16:21:10 +0000 2020,Retweet
"RT @kylegriffin1 : .@AOC calls out Rep. Yoho: ""I could not allow my nieces, I could not allow the little girls I go home to, I could not allow victims of verbal abuse and worse to see that, to see that excuse and to see our Congress accept it as legitimate and accept it as an apology."" https://t.co/lmhBtXRbJZ",Alexandria Ocasio-Cortez,Thu Jul 23 16:09:18 +0000 2020,Retweet
"RT @ABC : Rep. Ocasio-Cortez: ""Mr. Yoho mentioned that he has a wife and two daughters. I am two years younger than Mr. Yoho's youngest daughter. I am someone's daughter, too. My father, thankfully, is not alive to see how Mr. Yoho treated his daughter."" https://t.co/U2UIEaCljG https://t.co/kk701q80zW",Alexandria Ocasio-Cortez,Thu Jul 23 16:07:12 +0000 2020,Retweet
"RT @shannonrwatts : “Having a daughter does not make a man decent. Having a wife does not make a decent man. Treating people with dignity and respect makes a decent man,” @AOC 

 https://t.co/GXougJ9EkX",Alexandria Ocasio-Cortez,Thu Jul 23 16:04:41 +0000 2020,Retweet
"RT @kylegriffin1 : .@AOC: ""Lastly, what I want to express to Mr. Yoho is gratitude. I want to thank him for showing the world that you can be a powerful man and accost women. You can have daughters and accost women without remorse. You can be married and accost women.""",Alexandria Ocasio-Cortez,Thu Jul 23 16:03:05 +0000 2020,Retweet
RT @VICE : NEW: @AOC plans to file a measure that would prevent the military from using video games and esports as military recruitment tools. https://t.co/p1w7NLQM4k,Alexandria Ocasio-Cortez,Wed Jul 22 21:43:17 +0000 2020,Retweet
"RT @rosadelauro : .@AOC is 100% correct—this was not even close to an apology. Yesterday’s attack against my colleague was abhorrent behavior, 
and this refusal to take responsibility is beyond disrespectful. https://t.co/GIP0hvgymM",Alexandria Ocasio-Cortez,Wed Jul 22 21:25:32 +0000 2020,Retweet
"This is incorrect reporting, @politicony.

Yoho’s remarks were not directed to me. He did not mention my name, nor did he acknowledge that I was even involved.

You should take this down and correct it. https://t.co/ECfSZrZP1d",Alexandria Ocasio-Cortez,Wed Jul 22 17:24:34 +0000 2020,Tweet
He didn’t even say my name.,Alexandria Ocasio-Cortez,Wed Jul 22 16:03:24 +0000 2020,Reply
"The irony about Yoho’s excuse for his “passion” in accosting me is that he says he has a personal history w/ poverty, and took offense that I discussed poverty and crime.

So... he accosted me... to prove poverty doesn’t result in traumatized behavior?

OK 👍🏽 where’s the apology https://t.co/BKzJa7KUBW",Alexandria Ocasio-Cortez,Wed Jul 22 16:00:55 +0000 2020,Tweet
