Text,Name,Created At,Tweet Type,,,
"Some of college football’s biggest stars say that they want to play this fall under the right conditions, and urged administrators debating whether there will be a season to adopt broad health guidelines and let players who do not want to play to opt out. https://t.co/t84lyT9g6U",The New York Times,Mon Aug 10 20:00:15 +0000 2020,Tweet,,,
"“I have to sacrifice myself, my finance, my brand, my everything, and put it all on the line for change,” said Porsha Williams, “The Real Housewives of Atlanta” star who has become a crusader against police violence
https://t.co/I2j7cBr3rv",The New York Times,Mon Aug 10 19:40:03 +0000 2020,Tweet,,,
"Puerto Rico's primary election on Sunday was described as ""dysfunctional"" after many ballots failed to be delivered to polling places. The head of the electoral commission is under pressure to resign.
https://t.co/xt83QM91z8",The New York Times,Mon Aug 10 19:20:09 +0000 2020,Tweet,,,
"President Trump's lawyers want the Manhattan DA, who is seeking 8 years of the president’s tax returns, to reveal the details of his investigation. They said the prosecutor was ""still fishing for a way to justify his harassment of the president."" https://t.co/dLdRjhSvS6",The New York Times,Mon Aug 10 19:00:10 +0000 2020,Tweet,,,
"RT @NickAtNews : In Seattle, defund advocates shined lights into the windows of a lawmaker's home.

In Kentucky, 87 people were arrested for sitting on the attorney general's lawn.

In Oakland, they threw eggs and paint on the mayor's house and set off fireworks at 2 a.m.
https://t.co/0dH18yZp6q",The New York Times,Mon Aug 10 18:30:08 +0000 2020,Retweet,,,
"RT @TimHerrera : The pets of people who have been working from home during the pandemic have gotten used to lots of extra time and attention.

So what happens when — eventually — those workers return to the office? https://t.co/lB4fqWfQ1e by @KaitWells https://t.co/u33SQ2t8ca",The New York Times,Mon Aug 10 18:10:03 +0000 2020,Retweet,,,
"Mexico is battling one of the worst coronavirus outbreaks in the world, with more than 52,000 confirmed deaths, the third-highest toll of the pandemic. And its struggle has been made even harder by a pervasive phenomenon: a deeply rooted fear of hospitals.
https://t.co/tjqRfe5aew",The New York Times,Mon Aug 10 18:00:09 +0000 2020,Tweet,,,
"RT @BySheilaKaplan : FDA chief Stephen Hahn is not allowed to speak to the press without an HHS or FDA flack on the phone — in contrast to the last F.D.A. commissioner, Dr. Scott Gottlieb, who was able to communicate with the public without political interference.
https://t.co/IM1qa2FO9t",The New York Times,Mon Aug 10 17:50:03 +0000 2020,Retweet,,,
The doomsday warnings about tech start-ups failing in the coronavirus pandemic have not turned into the drastic shakeout that many expected a few months ago https://t.co/16obdWvduW,The New York Times,Mon Aug 10 17:40:03 +0000 2020,Tweet,,,
"Update: One woman was killed and at least 6 other people were injured after a gas explosion leveled 3 houses in Baltimore. 

Firefighters were searching by hand for more people trapped in the pile of bricks, drywall and lumber. https://t.co/ds4S6XpnMZ",The New York Times,Mon Aug 10 17:33:46 +0000 2020,Reply,,,
"RT @cegoldbaum : NEW: Getting back on the subway and worried about coronavirus? 

Here's a (pretty cool) interactive graphic with everything you need to know about how air flows through a subway car

https://t.co/8tIJ1BJ92G",The New York Times,Mon Aug 10 17:30:11 +0000 2020,Retweet,,,
Lebanon’s Prime Minister Hassan Diab and his cabinet ministers resigned on Monday amid widespread anger over the death and destruction caused by the explosion in Beirut last week https://t.co/NyMijn4v4K,The New York Times,Mon Aug 10 17:20:01 +0000 2020,Tweet,,,
