Text,Name,Created At,Tweet Type
"All Princeton University undergraduate students will be fully remote for the fall semester, the school's president says  
https://t.co/XGYTlIphVV https://t.co/TJj4LuYvfE",CNN Breaking News,Fri Aug 07 23:52:15 +0000 2020,Tweet
"Eric Prescott Kay, a former spokesman for the Los Angeles Angels, is charged with a drug offense in connection with the 2019 overdose death of Angels' pitcher Tyler Skaggs
https://t.co/5SrlEQN4yK",CNN Breaking News,Fri Aug 07 22:35:38 +0000 2020,Tweet
"Jerry Falwell Jr., the president of Liberty University, takes an ""indefinite leave of absence,"" the evangelical Christian university says
https://t.co/wRVqRKrb2J",CNN Breaking News,Fri Aug 07 21:47:58 +0000 2020,Tweet
"The Trump administration rejects a Democratic offer to agree to a stimulus price tag of around $2 trillion, an indication that talks continue to falter and may collapse with the two sides still far apart
https://t.co/5MJh4UgHdg",CNN Breaking News,Fri Aug 07 19:17:56 +0000 2020,Tweet
"At least 16 people were killed in the Air India Express crash, officials say. There were 191 people on board. 
https://t.co/wY8QbzF6zR https://t.co/IO7p6DvXrK",CNN Breaking News,Fri Aug 07 18:18:54 +0000 2020,Tweet
The deadly plane crash in India today was a repatriation flight operated by the government to bring home Indians stranded abroad due to Covid-19 travel restrictions https://t.co/j5dfrDolVd https://t.co/EP3Sm1F91Y,CNN Breaking News,Fri Aug 07 17:21:40 +0000 2020,Tweet
"At least three people are dead after an Air India Express flight crashed during landing at Calicut International Airport, CNN News 18 reports https://t.co/OAokQYQ6Hg",CNN Breaking News,Fri Aug 07 15:49:01 +0000 2020,Tweet
"An appeals court says House Democrats can subpoena former White House counsel Don McGahn, but he may not end up testifying before the election https://t.co/Bb9uydY4oT",CNN Breaking News,Fri Aug 07 15:19:12 +0000 2020,Tweet
Brent Scowcroft has died at 95. The former national security adviser and longtime confidant of former President George H.W. Bush was a key figure during the Gulf War and last days of the Cold War. https://t.co/LD49oA1e7J,CNN Breaking News,Fri Aug 07 15:18:06 +0000 2020,Tweet
"The US added another 1.8 million jobs in July, a sharp slowdown from June and a small step for an economy that's still down nearly 13 million jobs https://t.co/trFVka3NhB",CNN Breaking News,Fri Aug 07 12:39:46 +0000 2020,Tweet
"Ohio Gov. Mike DeWine said Thursday afternoon he tested positive for coronavirus, but a second test in the evening said he is negative https://t.co/4bpDo35Qpl",CNN Breaking News,Fri Aug 07 02:22:41 +0000 2020,Tweet
Trump issued an executive order that bans TikTok from operating in the US in 45 days if it's not sold by Chinese parent company https://t.co/qPanJ9ehlV,CNN Breaking News,Fri Aug 07 02:01:09 +0000 2020,Tweet
"Facebook is extending its work from home policy until July of next year, becoming the latest tech giant to commit to letting staff work remotely in response to the coronavirus pandemic https://t.co/KCewpSgbJq",CNN Breaking News,Thu Aug 06 23:27:46 +0000 2020,Tweet
66 NFL players have opted out of the 2020 season due to the pandemic https://t.co/PMOK2SpEfa https://t.co/tc3yMlcGCq,CNN Breaking News,Thu Aug 06 22:57:22 +0000 2020,Tweet
Kentucky Gov. Andy Beshear has extended the state's mask mandate for another 30 days https://t.co/3UXMhjKMJ1 https://t.co/4nxtv2Iwek,CNN Breaking News,Thu Aug 06 21:54:18 +0000 2020,Tweet
"E! News, the entertainment news show launched in 1991, has been canceled in response to the economic fallout from the coronavirus pandemic https://t.co/fBJj3geh7n",CNN Breaking News,Thu Aug 06 21:00:28 +0000 2020,Tweet
The NCAA is asking the Supreme Court to freeze a lower court ruling that allows colleges to compensate athletes for educated-related expenses https://t.co/0bk2bfVz2j,CNN Breaking News,Thu Aug 06 20:57:43 +0000 2020,Tweet
Michigan Gov. Gretchen Whitmer has signed an executive order requiring face coverings to be worn in all child care centers and at camps https://t.co/6q7wsgPOsc https://t.co/KVWvvY50mj,CNN Breaking News,Thu Aug 06 20:08:59 +0000 2020,Tweet
"Facebook has announced it is banning ads from the Committee to Defend the President, a pro-Trump super PAC  https://t.co/Uww8xpDJCv",CNN Breaking News,Thu Aug 06 19:40:33 +0000 2020,Tweet
The State Department has lifted its global level 4 travel advisory after more than four months of warning US citizens against traveling abroad https://t.co/NHNksp9Bd2 https://t.co/js3vANzt1P,CNN Breaking News,Thu Aug 06 18:43:56 +0000 2020,Tweet
"The State Department's special envoy for Iran is resigning from his post, Secretary of State Mike Pompeo announces https://t.co/gcQCflmt7N",CNN Breaking News,Thu Aug 06 17:43:03 +0000 2020,Tweet
"British TV presenter Caroline Flack died by suicide after hearing she was going to be prosecuted for allegedly assaulting her boyfriend and feared press intrusion, a coroner has ruled https://t.co/mPGGBKKkfL",CNN Breaking News,Thu Aug 06 17:15:17 +0000 2020,Tweet
Ohio Gov. DeWine announces he has tested positive for coronavirus shortly before he was scheduled to meet with President Trump in Cleveland https://t.co/udpdQLfc9w,CNN Breaking News,Thu Aug 06 16:56:09 +0000 2020,Tweet
The Democratic National Committee was unable to post from its rapid response war room account on Twitter for some time after it attempted to call out Trump's false claims about children and Covid-19 immunity https://t.co/aVwwWh8Emw,CNN Breaking News,Thu Aug 06 16:39:35 +0000 2020,Tweet
New York's attorney general sues to dissolve the National Rifle Association over alleged financial misdeeds https://t.co/ey3La5zr9x,CNN Breaking News,Thu Aug 06 16:20:21 +0000 2020,Tweet
"The revised NOAA forecast predicts 19 to 25 named Atlantic storms in 2020, including three to six major hurricanes of Category 3 or stronger
 https://t.co/m6EoJXkI0J",CNN Breaking News,Thu Aug 06 16:12:50 +0000 2020,Tweet
The Tennessee Supreme Court overturns a lower court ruling that would have allowed all eligible voters to vote via absentee ballots due to the coronavirus pandemic https://t.co/wRO9Zj2PQX,CNN Breaking News,Thu Aug 06 16:07:01 +0000 2020,Tweet
"Fauci says to young Americans: ""Don't be the weak link in the chain"" https://t.co/1dva2qW5YX https://t.co/ewXPtjOSEE",CNN Breaking News,Thu Aug 06 15:42:00 +0000 2020,Tweet
"House Speaker Nancy Pelosi says she remains optimistic that despite hard negotiations, ""we will"" find a solution and come to an agreement on the coronavirus relief bill https://t.co/dxZE0HCwVo https://t.co/ct5LPNZMIV",CNN Breaking News,Thu Aug 06 15:31:35 +0000 2020,Tweet
